filename,score
World Nuclear::world-nuclear-association-at-davos-2026-shaping-the-global-energy-conversation.txt,0.9960620800654093
World Nuclear::world-nuclear-association-at-patram-2025.txt,0.9976356029510498
World Nuclear::world-nuclear-association-at-the-iaea-69th-general-conference.txt,0.9992370009422302
World Nuclear::world-nuclear-association-attends-the-global-conference-on-energy-ai.txt,0.9822556674480438
World Nuclear::world-nuclear-association-attends-world-economic-forum-senior-executive-meeting-to-accelerate-nuclear-energy-deployment.txt,0.986479789018631
World Nuclear::world-nuclear-association-calls-for-all-hazards-ap.txt,-0.6708815693855286
World Nuclear::world-nuclear-association-calls-on-european-commis.txt,0.6701248288154602
World Nuclear::world-nuclear-association-comment-on-the-internati.txt,0.9558361172676086
World Nuclear::world-nuclear-association-expands-global-coalition-to-triple-nuclear-energy-capacity-by-2050-at-cop30.txt,0.9905274212360382
World Nuclear::world-nuclear-association-highlights-concerns-over-spains-energy-future.txt,0.9296952188014984
World Nuclear::world-nuclear-association-highlights-industry-collaboration-at-iaea-transport-conference.txt,0.9975526332855225
World Nuclear::world-nuclear-association-issues-joint-communique-at-roadmaps-to-new-nuclear-19-september-2024.txt,0.9978100657463074
World Nuclear::world-nuclear-association-joins-un-movement-dedica.txt,0.9984549283981323
World Nuclear::world-nuclear-association-partners-with-the-university-of-the-west-indies-to-support-stem-education-in-jamaica.txt,0.9992327690124512
World Nuclear::world-nuclear-association-partners-with-world-ener.txt,0.9987325072288513
World Nuclear::world-nuclear-association-reaction-to-the-iea-worl.txt,0.99477219581604
World Nuclear::world-nuclear-association-release-white-paper.txt,0.9909709692001343
World Nuclear::world-nuclear-association-releases-its-new-technic.txt,0.9021677374839783
World Nuclear::world-nuclear-association-reponse-to-the-committee.txt,0.06369218230247498
World Nuclear::world-nuclear-association-response-to-the-iea-nucl.txt,0.9978927969932556
World Nuclear::world-nuclear-association-response-to-the-internat.txt,-0.9669922739267349
World Nuclear::world-nuclear-association-showcases-industry-leadership-at-the-iaea-69th-general-conference.txt,0.9971314271291097
World Nuclear::world-nuclear-association-signs-mou-with-uzatom-in-uzbekistan-to-promote-nuclear-energy-co-operation.txt,0.9958335161209106
World Nuclear::world-nuclear-association-strengthens-global-nuclear-finance-collaboration-to-advance-tripling-goal.txt,0.9888708293437958
World Nuclear::world-nuclear-association-welcomes-grid-connection.txt,0.9973324537277222
World Nuclear::world-nuclear-association-welcomes-hinkley-point-c.txt,0.9965202808380127
World Nuclear::world-nuclear-association-welcomes-independent-taskforces-recommendations-for-streamlined-nuclear-regulations-and-urges-adoption-of-a-delivery-mindset.txt,0.9955819845199585
World Nuclear::world-nuclear-association-welcomes-microsoft-corporation-as-newest-member.txt,0.9993547201156616
World Nuclear::world-nuclear-association-welcomes-the-ieas-report-on-nuclear-energy.txt,0.9951228499412537
World Nuclear::world-nuclear-association-will-support-the-24th-wo.txt,0.9991369545459747
World Nuclear::world-nuclear-association’s-reaction-to-the-iea’s.txt,0.9962610602378845
World Nuclear::world-nuclear-fuel-report-2025-investment-in-nuclear-fuel-cycle-needed-as-demand-for-nuclear-power-grows.txt,0.9829588532447815
World Nuclear::world-nuclear-performance-report-2016-launch.txt,0.9898461699485779
World Nuclear::world-nuclear-performance-report-2018.txt,0.5813241600990295
World Nuclear::world-nuclear-performance-report-2019-asia-edition.txt,0.9925664663314819
World Nuclear::world-nuclear-performance-report-2022-highligh-(1).txt,0.9621881246566772
World Nuclear::world-nuclear-performance-report-2023-highlights-n.txt,-0.8598102331161499
World Nuclear::world-nuclear-performance-report-2024-highlights-increase-in-global-reactor-generation-performance-20-august-2024.txt,0.879688173532486
World Nuclear::world-nuclear-performance-report-2025-nuclear-delivers-record-breaking-year-in-electricity-generation.txt,0.9189134836196899
World Nuclear::world-nuclear-performance-to-be-highlighted-at-ann.txt,-0.9831070899963379
World Nuclear::world-nuclear-supply-chain-2025-what-to-expect-who-to-watch.txt,0.5623389184474945
World Nuclear::world-nuclear-supply-chain-conference-2025-building-the-future-for-nuclear-energy.txt,0.9985089103380839
World Nuclear::﻿world-nuclear-performance-report-2019-launched.txt,0.2159310281276703
